Gene	No-Effect	Very Weak (35%)	Strong & Weak	Low (25%)	Cyto	p_No-Effect	p_Very Weak (35%)	p_Strong & Weak	p_Low (25%)	p_Cyto	padj_noeffect	padj_Cyto	padj_StrWeak	padj_vWeak	padj_low
ERO1A	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
ESD	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
ESR1	45	5	8	2	0	0.861245724270288	0.18127187889607	0.0574805639771457	0.855549782130023	1	1	1	1	1	1
ESR2	31	3	3	0	0	0.360280045209389	0.28225770420041	0.484195880277904	1	1	1	1	1	1	1
ESRRA	2	1	0	0	0	0.894302246872106	0.142741396965398	1	1	1	1	1	1	1	1
ESRRB	3	1	0	0	0	0.816499971234999	0.185633806436352	1	1	1	1	1	1	1	1
ESRRG	5	2	0	0	0	0.848907931637341	0.0445063095521212	1	1	1	1	1	1	1	1
EWSR1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
EZH2	9	0	1	0	0	0.370691710868555	1	0.51586336197673	1	1	1	1	1	1	1
F10	7	0	0	0	0	0.206642655951645	1	1	1	1	1	1	1	1	1
F12	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
F2	6	0	0	1	0	0.571965693527047	1	1	0.331790753920129	1	1	1	1	1	1
F2R	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
F2RL1	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
F7	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
F9	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
FAAH	16	0	0	0	0	0.0272563131931212	1	1	1	1	1	1	1	1	1
FAAH2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
FABP4	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
FADS1	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
FADS2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
FAH	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
FASN	9	1	0	0	0	0.370691710868555	0.401439127205337	1	1	1	1	1	1	1	1
FBP1	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
FCGR1A	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
FDFT1	0	0	0	1	0	1	1	1	0.0559807378106458	1	1	1	1	1	1
FDPS	7	0	0	0	0	0.206642655951645	1	1	1	1	1	1	1	1	1
FDXR	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
FECH	1	1	0	0	0	0.95928832113685	0.0975857713914875	1	1	1	1	1	1	1	1
FES	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
FFAR1	14	0	0	0	0	0.0427466251020111	1	1	1	1	1	1	1	1	1
FFAR2	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
FFAR3	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
FGF1	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
FGFR1	21	1	0	1	1	0.257383020499802	0.707995266652753	1	0.748724045440857	0.468998365841145	1	1	1	1	1
FGFR2	13	0	0	1	0	0.193776116802791	1	1	0.553384950657938	1	1	1	1	1	1
FGFR3	12	0	1	1	0	0.441654590244562	1	0.637728867310812	0.553384950657938	1	1	1	1	1	1
FGFR4	7	0	0	1	0	0.498279446604611	1	1	0.369175097268187	1	1	1	1	1	1
FGR	2	0	2	0	0	0.972104522509213	1	0.0267508249261874	1	1	1	1	1	1	1
FKBP1A	5	1	1	0	0	0.848907931637341	0.301839640343729	0.398205688646792	1	1	1	1	1	1	1
FLI1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
FLNA	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
FLT1	20	0	3	2	0	0.60813536621267	1	0.2535139060063	0.411820628807197	1	1	1	1	1	1
FLT3	24	2	4	1	2	0.887971004359202	0.496581301588896	0.197588649860377	0.850191888995451	0.212241538886767	1	1	1	1	1
FLT4	17	1	2	2	0	0.725470824891313	0.676482661391048	0.461757409741428	0.351040773939852	1	1	1	1	1	1
FNTA	5	0	0	0	0	0.324208392311774	1	1	1	1	1	1	1	1	1
FNTB	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
FOLH1	2	1	0	1	0	0.972104522509213	0.185633806436352	1	0.205787517164507	1	1	1	1	1	1
FOLR3	0	0	0	1	0	1	1	1	0.0559807378106458	1	1	1	1	1	1
FOS	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
FOXM1	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
FPGS	1	1	0	0	0	0.95928832113685	0.0975857713914875	1	1	1	1	1	1	1	1
FPR1	3	3	0	0	0	0.982473690432184	0.00224562866927736	1	1	1	1	1	1	0.739026608049636	1
FPR2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
FRK	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
FSHR	0	0	0	1	0	1	1	1	0.0559807378106458	1	1	1	1	1	1
FTCD	1	1	0	0	0	0.95928832113685	0.0975857713914875	1	1	1	1	1	1	1	1
FURIN	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
FXYD2	0	0	2	0	0	1	1	0.00490523624227302	1	1	1	1	0.38902296659873	1	1
FYN	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
G6PD	2	0	0	0	1	0.894302246872106	1	1	1	0.0761412909689847	1	1	1	1	1
GAA	1	0	0	1	0	0.95928832113685	1	1	0.108823088600437	1	1	1	1	1	1
GABBR1	21	0	0	0	0	0.00885207217648828	1	1	1	1	1	1	1	1	1
GABBR2	11	0	0	0	0	0.0839700708339287	1	1	1	1	1	1	1	1	1
GABRA1	46	2	1	4	1	0.212475610591533	0.758972948723699	0.979948176796657	0.358018010293568	0.758858828482949	1	1	1	1	1
GABRA2	30	2	1	3	0	0.390955323969173	0.543436288894404	0.926345950252631	0.327530635547838	1	1	1	1	1	1
GABRA3	32	2	1	3	0	0.331052241693449	0.572931965801364	0.93626625122186	0.358626170618301	1	1	1	1	1	1
GABRA4	22	2	0	2	0	0.375168265620426	0.37621981812841	1	0.431454537376246	1	1	1	1	1	1
GABRA5	31	2	1	3	0	0.360280045209389	0.558360779448346	0.931485632763935	0.34309490850834	1	1	1	1	1	1
GABRA6	22	2	0	2	0	0.375168265620426	0.37621981812841	1	0.431454537376246	1	1	1	1	1	1
GABRB1	14	1	0	2	0	0.541652465169693	0.581976166721678	1	0.245872273697821	1	1	1	1	1	1
GABRB2	20	1	0	3	0	0.451527184495055	0.707995266652753	1	0.148597155004742	1	1	1	1	1	1
GABRB3	17	1	0	2	0	0.404056427170889	0.64156280383318	1	0.309311943604126	1	1	1	1	1	1
GABRD	14	1	0	2	0	0.541652465169693	0.581976166721678	1	0.245872273697821	1	1	1	1	1	1
GABRE	13	1	0	2	0	0.591187145419682	0.559984855958957	1	0.224754309331111	1	1	1	1	1	1
GABRG1	13	1	0	2	0	0.591187145419682	0.559984855958957	1	0.224754309331111	1	1	1	1	1	1
GABRG2	22	1	0	3	0	0.375168265620426	0.7364335912959	1	0.176213725978612	1	1	1	1	1	1
GABRQ	13	1	0	2	0	0.591187145419682	0.559984855958957	1	0.224754309331111	1	1	1	1	1	1
GABRR1	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
GABRR2	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
GABRR3	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
GAD1	1	1	0	0	0	0.95928832113685	0.0975857713914875	1	1	1	1	1	1	1	1
GAD2	2	1	0	0	0	0.894302246872106	0.142741396965398	1	1	1	1	1	1	1	1
GAK	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GALE	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GAMT	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
GANAB	0	0	0	1	0	1	1	1	0.0559807378106458	1	1	1	1	1	1
GANC	0	0	0	1	0	1	1	1	0.0559807378106458	1	1	1	1	1	1
GAPDH	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GAPDHS	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GART	0	1	1	0	0	1	0.0975857713914875	0.135089604242721	1	1	1	1	1	1	1
GAST	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
GATB	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
GATM	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
GBA	1	0	0	1	0	0.95928832113685	1	1	0.108823088600437	1	1	1	1	1	1
GBF1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GCAT	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
GCDH	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GCGR	1	1	0	0	0	0.95928832113685	0.0975857713914875	1	1	1	1	1	1	1	1
GCK	7	0	0	0	0	0.206642655951645	1	1	1	1	1	1	1	1	1
GCLC	1	1	0	0	0	0.95928832113685	0.0975857713914875	1	1	1	1	1	1	1	1
GCLM	2	1	0	0	0	0.894302246872106	0.142741396965398	1	1	1	1	1	1	1	1
GCSH	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GFER	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GGCX	4	1	0	0	0	0.733701710048084	0.22637661780522	1	1	1	1	1	1	1	1
GGPS1	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
GGT1	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
GHR	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GHRHR	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GHSR	8	0	0	0	0	0.164980257286935	1	1	1	1	1	1	1	1	1
GJA1	2	0	0	1	0	0.894302246872106	1	1	0.158703251038844	1	1	1	1	1	1
GJA10	2	0	0	1	0	0.894302246872106	1	1	0.158703251038844	1	1	1	1	1	1
GJA3	2	0	0	1	0	0.894302246872106	1	1	0.158703251038844	1	1	1	1	1	1
GJA4	2	0	0	1	0	0.894302246872106	1	1	0.158703251038844	1	1	1	1	1	1
GJA5	2	0	0	1	0	0.894302246872106	1	1	0.158703251038844	1	1	1	1	1	1
GJA8	2	0	0	1	0	0.894302246872106	1	1	0.158703251038844	1	1	1	1	1	1
GJB1	2	0	0	1	0	0.894302246872106	1	1	0.158703251038844	1	1	1	1	1	1
GJB2	2	0	0	1	0	0.894302246872106	1	1	0.158703251038844	1	1	1	1	1	1
GJB3	2	0	0	1	0	0.894302246872106	1	1	0.158703251038844	1	1	1	1	1	1
GJB4	2	0	0	1	0	0.894302246872106	1	1	0.158703251038844	1	1	1	1	1	1
GJB5	2	0	0	1	0	0.894302246872106	1	1	0.158703251038844	1	1	1	1	1	1
GJB6	2	0	0	1	0	0.894302246872106	1	1	0.158703251038844	1	1	1	1	1	1
GJB7	2	0	0	1	0	0.894302246872106	1	1	0.158703251038844	1	1	1	1	1	1
GJC1	2	0	0	1	0	0.894302246872106	1	1	0.158703251038844	1	1	1	1	1	1
GJC2	2	0	0	1	0	0.894302246872106	1	1	0.158703251038844	1	1	1	1	1	1
GJC3	2	0	0	1	0	0.894302246872106	1	1	0.158703251038844	1	1	1	1	1	1
GJD2	2	0	0	1	0	0.894302246872106	1	1	0.158703251038844	1	1	1	1	1	1
GJD3	2	0	0	1	0	0.894302246872106	1	1	0.158703251038844	1	1	1	1	1	1
GJD4	2	0	0	1	0	0.894302246872106	1	1	0.158703251038844	1	1	1	1	1	1
GLB1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GLDC	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
GLI1	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
GLI2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GLO1	6	0	0	0	0	0.25883166131956	1	1	1	1	1	1	1	1	1
GLP1R	3	1	0	0	0	0.816499971234999	0.185633806436352	1	1	1	1	1	1	1	1
GLRA1	14	0	0	2	1	0.541652465169693	1	1	0.245872273697821	0.361417633006274	1	1	1	1	1
GLRA2	8	0	0	0	1	0.431058238618997	1	1	1	0.211423863171384	1	1	1	1	1
GLRA3	6	0	0	0	0	0.25883166131956	1	1	1	1	1	1	1	1	1
GLRB	14	0	0	2	0	0.345622500246793	1	1	0.224754309331111	1	1	1	1	1	1
GLRX	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GLRX2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GLS	1	1	0	0	0	0.95928832113685	0.0975857713914875	1	1	1	1	1	1	1	1
GLS2	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
GLUD1	1	1	1	0	0	0.991781358269222	0.142741396965398	0.195620690318418	1	1	1	1	1	1	1
GLUD2	1	1	0	0	0	0.95928832113685	0.0975857713914875	1	1	1	1	1	1	1	1
GLUL	1	1	0	0	0	0.95928832113685	0.0975857713914875	1	1	1	1	1	1	1	1
GLYAT	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GMPS	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
GNAS	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GNMT	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
GNRH1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GNRHR	11	0	0	0	0	0.0839700708339287	1	1	1	1	1	1	1	1	1
GOT1	2	2	0	0	0	0.972104522509213	0.0140641685525357	1	1	1	1	1	1	1	1
GOT2	1	2	0	0	0	0.991781358269222	0.00727452024366626	1	1	1	1	1	1	1	1
GP9	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GPD1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GPER1	6	0	0	0	0	0.25883166131956	1	1	1	1	1	1	1	1	1
GPI	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GPR119	11	0	0	0	0	0.0839700708339287	1	1	1	1	1	1	1	1	1
GPR12	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GPR143	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GPR17	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GPR18	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
GPR35	6	0	0	0	0	0.25883166131956	1	1	1	1	1	1	1	1	1
GPR39	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GPR55	7	1	0	0	0	0.498279446604611	0.336759658332725	1	1	1	1	1	1	1	1
GPR84	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GPRC5A	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
GPT	2	1	1	0	0	0.972104522509213	0.185633806436352	0.251910645449161	1	1	1	1	1	1	1
GPT2	2	1	1	0	0	0.972104522509213	0.185633806436352	0.251910645449161	1	1	1	1	1	1	1
GPX1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GPX2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GPX3	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GPX4	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GPX7	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GPX8	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GRIA1	22	1	0	1	0	0.110927737996785	0.707995266652753	1	0.748724045440857	1	1	1	1	1	1
GRIA2	19	2	0	1	0	0.324985533351629	0.302222090054853	1	0.718103450596913	1	1	1	1	1	1
GRIA3	13	1	0	1	0	0.39166587121671	0.536834538310079	1	0.578356727444134	1	1	1	1	1	1
GRIA4	13	1	0	1	0	0.39166587121671	0.536834538310079	1	0.578356727444134	1	1	1	1	1	1
GRID1	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
GRID2	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
GRIK1	10	1	0	1	0	0.552230991374997	0.459801255093559	1	0.498909306306538	1	1	1	1	1	1
GRIK2	5	2	0	1	0	0.942047093875649	0.0573995144207622	1	0.369175097268187	1	1	1	1	1	1
GRIK3	2	1	0	1	0	0.972104522509213	0.185633806436352	1	0.205787517164507	1	1	1	1	1	1
GRIK4	2	1	0	1	0	0.972104522509213	0.185633806436352	1	0.205787517164507	1	1	1	1	1	1
GRIK5	3	1	0	1	0	0.940697363015372	0.22637661780522	1	0.250232830181434	1	1	1	1	1	1
GRIN1	39	2	0	0	0	0.00626448921785468	0.614511375686727	1	1	1	1	1	1	1	1
GRIN2A	29	2	0	1	0	0.0895939418499166	0.480289019484932	1	0.841334025211259	1	1	1	1	1	1
GRIN2B	35	2	0	1	0	0.0368703866154596	0.572931965801364	1	0.887584559358049	1	1	1	1	1	1
GRIN2C	23	2	0	1	0	0.20107752067084	0.37621981812841	1	0.776013973817567	1	1	1	1	1	1
GRIN2D	22	2	0	1	0	0.227860712201546	0.357980496602607	1	0.762761687800593	1	1	1	1	1	1
GRIN3A	11	1	0	0	0	0.270132583543582	0.459801255093559	1	1	1	1	1	1	1	1
GRIN3B	7	1	0	0	0	0.498279446604611	0.336759658332725	1	1	1	1	1	1	1	1
GRM1	15	2	0	0	0	0.303616079191886	0.20812388375542	1	1	1	1	1	1	1	1
GRM2	8	1	0	1	0	0.672524349620765	0.401439127205337	1	0.437777578381115	1	1	1	1	1	1
GRM3	6	2	0	0	0	0.793024434294356	0.0573995144207622	1	1	1	1	1	1	1	1
GRM4	7	2	0	0	0	0.733553674554258	0.0713951287458181	1	1	1	1	1	1	1	1
GRM5	26	1	0	0	0	0.0179302818798887	0.749594951215744	1	1	1	1	1	1	1	1
GRM7	4	1	0	0	0	0.733701710048084	0.22637661780522	1	1	1	1	1	1	1	1
GRM8	6	1	0	0	0	0.571965693527047	0.301839640343729	1	1	1	1	1	1	1	1
GRPR	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
GSK3A	6	0	0	1	0	0.571965693527047	1	1	0.331790753920129	1	1	1	1	1	1
GSK3B	28	2	0	0	1	0.103153011629358	0.463673754323888	1	1	0.558405608620451	1	1	1	1	1
GSR	5	1	0	0	0	0.651092047272845	0.265077735944928	1	1	1	1	1	1	1	1
GSS	4	0	0	0	0	0.406107055859036	1	1	1	1	1	1	1	1	1
GSTA1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GSTA2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GSTA3	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GSTA4	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GSTA5	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GSTK1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GSTM1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GSTM2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GSTM3	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GSTM4	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GSTM5	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GSTO1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GSTO2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GSTP1	3	1	0	0	0	0.816499971234999	0.185633806436352	1	1	1	1	1	1	1	1
GSTT1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GSTZ1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
GUCY1A2	5	0	0	0	0	0.324208392311774	1	1	1	1	1	1	1	1	1
GUCY2C	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
H6PD	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HABP2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HADH	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HADHA	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HAGH	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HAO1	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
HAO2	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
HAPLN1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HAPLN3	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HBA1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HBB	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
HBE1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HBG1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HCAR2	6	0	0	0	0	0.25883166131956	1	1	1	1	1	1	1	1	1
HCK	5	1	0	0	0	0.651092047272845	0.265077735944928	1	1	1	1	1	1	1	1
HCN1	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
HCN2	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
HCN3	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
HCN4	3	0	0	0	0	0.508705284703027	1	1	1	1	1	1	1	1	1
HCRT	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HCRTR1	6	0	0	1	0	0.571965693527047	1	1	0.331790753920129	1	1	1	1	1	1
HDAC1	23	0	0	0	9	0.905573487945753	1	1	1	9.94806213709276e-08	1	2.2792115696317e-05	1	1	1
HDAC10	4	0	0	0	4	0.989163254551386	1	1	1	3.02014660071489e-05	1	0.00518961857556175	1	1	1
HDAC11	2	0	0	0	2	0.972104522509213	1	1	1	0.00394497335299499	1	0.428133423888193	1	1	1
HDAC2	15	0	0	0	9	0.986506372945823	1	1	1	5.63108137396882e-09	1	2.32225795862474e-06	1	1	1
HDAC3	15	0	0	0	8	0.971059198578826	1	1	1	7.94772290375881e-08	1	2.04852557844383e-05	1	1	1
HDAC4	2	0	0	0	9	0.999998982423022	1	1	1	3.25112542891359e-13	1	6.70382063441982e-10	1	1	1
HDAC5	2	0	0	0	8	0.999995417809865	1	1	1	9.96083933093138e-12	1	1.02696253501903e-08	1	1	1
HDAC6	10	0	0	1	8	0.998291756042311	1	1	0.665023338431147	1.34818038719412e-08	1	3.97135422627755e-06	1	1	1
HDAC7	1	0	0	0	7	0.999997230397003	1	1	1	6.81162139189918e-11	1	4.68185443669871e-08	1	1	1
HDAC8	10	0	0	0	8	0.995449104506708	1	1	1	7.9944348462952e-09	1	2.74742077551012e-06	1	1	1
HDAC9	4	0	0	0	8	0.999932460586109	1	1	1	1.04430144935165e-10	1	5.38337397140774e-08	1	1	1
HDC	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HGS	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HHAT	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HIBADH	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HIBCH	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
HIF1A	10	0	0	0	0	0.105168153926191	1	1	1	1	1	1	1	1	1
HINT1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HIPK3	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
HK1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HK2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HLA-A	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HLCS	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HMGCR	11	0	3	1	0	0.831124477647806	1	0.0829763911517908	0.578356727444134	1	1	1	1	1	1
HMGCS2	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
HMMR	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HMOX1	1	0	1	0	0	0.95928832113685	1	0.135089604242721	1	1	1	1	1	1	1
HMOX2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HNF4A	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
HNMT	1	0	1	0	0	0.95928832113685	1	0.135089604242721	1	1	1	1	1	1	1
HPGD	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
HPGDS	3	0	1	0	0	0.816499971234999	1	0.251910645449161	1	1	1	1	1	1	1
HPN	0	1	0	0	0	1	0.0500472955542181	1	1	1	1	1	1	1	1
HPRT1	4	0	0	0	0	0.406107055859036	1	1	1	1	1	1	1	1	1
HRAS	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
HRH1	70	6	14	12	0	0.997306228739857	0.402821976330182	0.0120783565250349	0.0121363356219721	1	1	1	0.691821420961719	1	1
HRH2	18	0	2	3	0	0.686975906876568	1	0.485214403257235	0.135358765151401	1	1	1	1	1	1
HRH3	14	1	1	1	0	0.541652465169693	0.581976166721678	0.708517485029293	0.624183843752951	1	1	1	1	1	1
HS3ST3A1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HSD11B1	12	0	1	0	0	0.229187327294473	1	0.610494964280798	1	1	1	1	1	1	1
HSD11B2	3	0	1	0	0	0.816499971234999	1	0.251910645449161	1	1	1	1	1	1	1
HSD17B1	7	1	0	0	0	0.498279446604611	0.336759658332725	1	1	1	1	1	1	1	1
HSD17B10	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HSD17B11	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HSD17B2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HSD17B3	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HSD17B4	2	0	0	0	0	0.637237605426053	1	1	1	1	1	1	1	1	1
HSD17B6	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HSD17B7	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HSD17B8	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HSD3B1	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HSD3B2	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
HSP90AA1	5	5	6	1	1	0.999999747350545	0.00157166821477184	0.00105816985833577	0.645191599009419	0.378031960431922	1	1	0.38902296659873	0.739026608049636	1
HSP90AB1	2	1	1	1	0	0.99304262883844	0.22637661780522	0.304256964937203	0.250232830181434	1	1	1	1	1	1
HSPA1A	3	0	1	0	0	0.816499971234999	1	0.251910645449161	1	1	1	1	1	1	1
HSPA5	1	0	0	0	0	0.798262963281452	1	1	1	1	1	1	1	1	1
