Gene	No-Effect	Very Weak (35%)	Strong & Weak	Low (25%)	Cyto	padj_noeffect	padj_Cyto	padj_StrWeak	padj_vWeak	padj_low
GPX7	0.797661019864133	1	1	1	1	1	1	1	1	1
GPX8	0.797661019864133	1	1	1	1	1	1	1	1	1
GRIA1	0.109622282264304	0.707995266652753	1	0.748724045440857	1	1	1	1	1	1
GRIA2	0.322487515752624	0.302222090054853	1	0.718103450596913	1	1	1	1	1	1
GRIA3	0.389431481885511	0.536834538310079	1	0.578356727444134	1	1	1	1	1	1
GRIA4	0.389431481885511	0.536834538310079	1	0.578356727444134	1	1	1	1	1	1
GRID1	1	0.0500472955542181	1	1	1	1	1	1	1	1
GRID2	1	0.0500472955542181	1	1	1	1	1	1	1	1
GRIK1	0.550104783849284	0.459801255093559	1	0.498909306306538	1	1	1	1	1	1
GRIK2	0.941483323527836	0.0573995144207622	1	0.369175097268187	1	1	1	1	1	1
GRIK3	0.971869150738627	0.185633806436352	1	0.205787517164507	1	1	1	1	1	1
GRIK4	0.971869150738627	0.185633806436352	1	0.205787517164507	1	1	1	1	1	1
GRIK5	0.940227904427053	0.22637661780522	1	0.250232830181434	1	1	1	1	1	1
GRIN1	0.00611515522830575	0.614511375686727	1	1	1	1	1	1	1	1
GRIN2A	0.0883060167404945	0.480289019484932	1	0.841334025211259	1	1	1	1	1	1
GRIN2B	0.0361863451246659	0.572931965801364	1	0.887584559358049	1	1	1	1	1	1
GRIN2C	0.199006497704131	0.37621981812841	1	0.776013973817567	1	1	1	1	1	1
GRIN2D	0.225664979684837	0.357980496602607	1	0.762761687800593	1	1	1	1	1	1
GRIN3A	0.268452416414017	0.459801255093559	1	1	1	1	1	1	1	1
GRIN3B	0.496521688799943	0.336759658332725	1	1	1	1	1	1	1	1
GRM1	0.301489507644614	0.20812388375542	1	1	1	1	1	1	1	1
GRM2	0.670702824233544	0.401439127205337	1	0.437777578381115	1	1	1	1	1	1
GRM3	0.791689220206531	0.0573995144207622	1	1	1	1	1	1	1	1
GRM4	0.73195565172131	0.0713951287458181	1	1	1	1	1	1	1	1
GRM5	0.0176265492986923	0.749594951215744	1	1	1	1	1	1	1	1
GRM7	0.732466062049992	0.22637661780522	1	1	1	1	1	1	1	1
GRM8	0.57031357165159	0.301839640343729	1	1	1	1	1	1	1	1
GRPR	0.636276980333582	1	1	1	1	1	1	1	1	1
GSK3A	0.57031357165159	1	1	0.331790753920129	1	1	1	1	1	1
GSK3B	0.101741166058574	0.463673754323888	1	1	0.558405608620451	1	1	1	1	1
GSR	0.649613125165999	0.265077735944928	1	1	1	1	1	1	1	1
GSS	0.404883711087078	1	1	1	1	1	1	1	1	1
GSTA1	0.797661019864133	1	1	1	1	1	1	1	1	1
GSTA2	0.797661019864133	1	1	1	1	1	1	1	1	1
GSTA3	0.797661019864133	1	1	1	1	1	1	1	1	1
GSTA4	0.797661019864133	1	1	1	1	1	1	1	1	1
GSTA5	0.797661019864133	1	1	1	1	1	1	1	1	1
GSTK1	0.797661019864133	1	1	1	1	1	1	1	1	1
GSTM1	0.797661019864133	1	1	1	1	1	1	1	1	1
GSTM2	0.797661019864133	1	1	1	1	1	1	1	1	1
GSTM3	0.797661019864133	1	1	1	1	1	1	1	1	1
GSTM4	0.797661019864133	1	1	1	1	1	1	1	1	1
GSTM5	0.797661019864133	1	1	1	1	1	1	1	1	1
GSTO1	0.797661019864133	1	1	1	1	1	1	1	1	1
GSTO2	0.797661019864133	1	1	1	1	1	1	1	1	1
GSTP1	0.815570799000816	0.185633806436352	1	1	1	1	1	1	1	1
GSTT1	0.797661019864133	1	1	1	1	1	1	1	1	1
GSTZ1	0.797661019864133	1	1	1	1	1	1	1	1	1
GUCY1A2	0.322988123346349	1	1	1	1	1	1	1	1	1
GUCY2C	1	0.0500472955542181	1	1	1	1	1	1	1	1
H6PD	0.797661019864133	1	1	1	1	1	1	1	1	1
HABP2	0.797661019864133	1	1	1	1	1	1	1	1	1
HADH	0.797661019864133	1	1	1	1	1	1	1	1	1
HADHA	0.797661019864133	1	1	1	1	1	1	1	1	1
HAGH	0.797661019864133	1	1	1	1	1	1	1	1	1
HAO1	1	0.0500472955542181	1	1	1	1	1	1	1	1
HAO2	1	0.0500472955542181	1	1	1	1	1	1	1	1
HAPLN1	0.797661019864133	1	1	1	1	1	1	1	1	1
HAPLN3	0.797661019864133	1	1	1	1	1	1	1	1	1
HBA1	0.797661019864133	1	1	1	1	1	1	1	1	1
HBB	0.507555483065512	1	1	1	1	1	1	1	1	1
HBE1	0.797661019864133	1	1	1	1	1	1	1	1	1
HBG1	0.797661019864133	1	1	1	1	1	1	1	1	1
HCAR2	0.25766312298242	1	1	1	1	1	1	1	1	1
HCK	0.649613125165999	0.265077735944928	1	1	1	1	1	1	1	1
HCN1	0.507555483065512	1	1	1	1	1	1	1	1	1
HCN2	0.636276980333582	1	1	1	1	1	1	1	1	1
HCN3	0.507555483065512	1	1	1	1	1	1	1	1	1
HCN4	0.507555483065512	1	1	1	1	1	1	1	1	1
HCRT	0.797661019864133	1	1	1	1	1	1	1	1	1
HCRTR1	0.57031357165159	1	1	0.331790753920129	1	1	1	1	1	1
HDAC1	0.904052971341288	1	1	1	9.94806213709276e-08	1	2.2792115696317e-05	1	1	1
HDAC10	0.989020353084005	1	1	1	3.02014660071489e-05	1	0.00518961857556175	1	1	1
HDAC11	0.971869150738627	1	1	1	0.00394497335299499	1	0.428133423888193	1	1	1
HDAC2	0.986224208613031	1	1	1	5.63108137396882e-09	1	2.32225795862474e-06	1	1	1
HDAC3	0.970536334670476	1	1	1	7.94772290375881e-08	1	2.04852557844383e-05	1	1	1
HDAC4	0.99999895241167	1	1	1	3.25112542891359e-13	1	6.70382063441982e-10	1	1	1
HDAC5	0.999995296609246	1	1	1	9.96083933093138e-12	1	1.02696253501903e-08	1	1	1
HDAC6	0.998250559934302	1	1	0.665023338431147	1.34818038719412e-08	1	3.97135422627755e-06	1	1	1
HDAC7	0.999997163691359	1	1	1	6.81162139189918e-11	1	4.68185443669871e-08	1	1	1
HDAC8	0.99535271859021	1	1	1	7.9944348462952e-09	1	2.74742077551012e-06	1	1	1
HDAC9	0.999930765100948	1	1	1	1.04430144935165e-10	1	5.38337397140774e-08	1	1	1
HDC	0.797661019864133	1	1	1	1	1	1	1	1	1
HGS	0.797661019864133	1	1	1	1	1	1	1	1	1
HHAT	0.797661019864133	1	1	1	1	1	1	1	1	1
HIBADH	0.797661019864133	1	1	1	1	1	1	1	1	1
HIBCH	1	0.0500472955542181	1	1	1	1	1	1	1	1
HIF1A	0.104378183212657	1	1	1	1	1	1	1	1	1
HINT1	0.797661019864133	1	1	1	1	1	1	1	1	1
HIPK3	1	0.0500472955542181	1	1	1	1	1	1	1	1
HK1	0.797661019864133	1	1	1	1	1	1	1	1	1
HK2	0.797661019864133	1	1	1	1	1	1	1	1	1
HLA-A	0.797661019864133	1	1	1	1	1	1	1	1	1
HLCS	0.797661019864133	1	1	1	1	1	1	1	1	1
HMGCR	0.829548563770688	1	0.0846696919081753	0.578356727444134	1	1	1	1	1	1
HMGCS2	1	0.0500472955542181	1	1	1	1	1	1	1	1
HMMR	0.797661019864133	1	1	1	1	1	1	1	1	1
HMOX1	0.959045059394684	1	0.136208815287958	1	1	1	1	1	1	1
HMOX2	0.797661019864133	1	1	1	1	1	1	1	1	1
HNF4A	0.636276980333582	1	1	1	1	1	1	1	1	1
HNMT	0.959045059394684	1	0.136208815287958	1	1	1	1	1	1	1
HPGD	0.636276980333582	1	1	1	1	1	1	1	1	1
HPGDS	0.815570799000816	1	0.253845298741142	1	1	1	1	1	1	1
HPN	1	0.0500472955542181	1	1	1	1	1	1	1	1
HPRT1	0.404883711087078	1	1	1	1	1	1	1	1	1
HRAS	0.636276980333582	1	1	1	1	1	1	1	1	1
HRH1	0.997170335220772	0.402821976330182	0.0129342441203903	0.0121363356219721	1	1	1	0.701852930953812	1	1
HRH2	0.684331747775157	1	0.489843972914991	0.135358765151401	1	1	1	1	1	1
HRH3	0.539140765827133	0.581976166721678	0.711705836881873	0.624183843752951	1	1	1	1	1	1
HS3ST3A1	0.797661019864133	1	1	1	1	1	1	1	1	1
HSD11B1	0.227602694287617	1	0.613757852576383	1	1	1	1	1	1	1
HSD11B2	0.815570799000816	1	0.253845298741142	1	1	1	1	1	1	1
HSD17B1	0.496521688799943	0.336759658332725	1	1	1	1	1	1	1	1
HSD17B10	0.797661019864133	1	1	1	1	1	1	1	1	1
HSD17B11	0.797661019864133	1	1	1	1	1	1	1	1	1
HSD17B2	0.797661019864133	1	1	1	1	1	1	1	1	1
HSD17B3	0.797661019864133	1	1	1	1	1	1	1	1	1
HSD17B4	0.636276980333582	1	1	1	1	1	1	1	1	1
HSD17B6	0.797661019864133	1	1	1	1	1	1	1	1	1
HSD17B7	0.797661019864133	1	1	1	1	1	1	1	1	1
HSD17B8	0.797661019864133	1	1	1	1	1	1	1	1	1
HSD3B1	0.797661019864133	1	1	1	1	1	1	1	1	1
HSD3B2	0.797661019864133	1	1	1	1	1	1	1	1	1
HSP90AA1	0.999999737345053	0.00157166821477184	0.00110659276034433	0.645191599009419	0.378031960431922	1	1	0.376860934853452	0.739026608049636	1
HSP90AB1	0.992963314946343	0.22637661780522	0.306505232527227	0.250232830181434	1	1	1	1	1	1
HSPA1A	0.815570799000816	1	0.253845298741142	1	1	1	1	1	1	1
HSPA5	0.797661019864133	1	1	1	1	1	1	1	1	1
HSPA8	0.797661019864133	1	1	1	1	1	1	1	1	1
HSPB1	0.636276980333582	1	1	1	1	1	1	1	1	1
HTR1A	0.367765235017449	0.99770778963498	0.0785071601411728	0.349819061510217	1	1	1	1	1	1
HTR1B	0.579622532357503	0.962253323530583	0.164713177021613	0.288136723388448	1	1	1	1	1	1
HTR1D	0.653611993565384	0.956004445033079	0.0647893104229226	0.44725884462566	1	1	1	1	1	1
HTR1E	0.822753528383289	0.842054097319341	0.107313184672601	0.327530635547838	1	1	1	1	1	1
HTR2A	0.807718190651653	0.990253103158505	0.00532463753714476	0.200544800143077	1	1	1	0.392121521485446	1	1
HTR2B	0.503864034862583	0.704259986879003	0.399085915401119	0.37727992135703	1	1	1	1	1	1
HTR2C	0.930210789038352	0.937848312240068	0.00353829656338782	0.223187169739232	1	1	1	0.381081429974511	1	1
HTR3A	0.0579542489044914	0.433369350487552	1	0.936675437726327	0.717664916946291	1	1	1	1	1
HTR3B	0.229548758207026	0.62271132649999	1	1	0.394212634939446	1	1	1	1	1
HTR4	0.0258893004129259	1	1	0.762761687800593	1	1	1	1	1	1
HTR5A	0.36055416502828	0.659470817239403	0.784792554332745	0.701418783476137	1	1	1	1	1	1
HTR6	0.995809774310878	0.767861311070226	0.00146211807896587	0.0866508702513079	1	1	1	0.376860934853452	1	1
HTR7	0.909021474597483	0.914511362782119	0.0059811315091641	0.507740613363666	1	1	1	0.412310619274902	1	1
ICAM1	0.25766312298242	1	1	1	1	1	1	1	1	1
IDE	0.797661019864133	1	1	1	1	1	1	1	1	1
IDH1	0.893719974869722	0.142741396965398	1	1	1	1	1	1	1	1
IDH2	0.797661019864133	1	1	1	1	1	1	1	1	1
IDH3A	0.797661019864133	1	1	1	1	1	1	1	1	1
IDH3B	0.797661019864133	1	1	1	1	1	1	1	1	1
IDH3G	0.797661019864133	1	1	1	1	1	1	1	1	1
IDO1	0.57031357165159	1	1	0.331790753920129	1	1	1	1	1	1
IFNG	0.404883711087078	1	1	1	1	1	1	1	1	1
IGF1R	0.829548563770688	1	0.0846696919081753	1	0.326841058963489	1	1	1	1	1
IGHG2	0.797661019864133	1	1	1	1	1	1	1	1	1
IGLC1	0.797661019864133	1	1	1	1	1	1	1	1	1
IGSF10	0.797661019864133	1	1	1	1	1	1	1	1	1
IHH	0.507555483065512	1	1	1	1	1	1	1	1	1
IKBKB	0.829548563770688	0.536834538310079	0.286586022076829	0.578356727444134	1	1	1	1	1	1
IKBKG	0.797661019864133	1	1	1	1	1	1	1	1	1
IL10	0.797661019864133	1	1	1	1	1	1	1	1	1
IL12A	1	1	0.00498991203167401	1	1	1	1	0.381081429974511	1	1
IL12B	1	1	0.070599363659816	1	1	1	1	1	1	1
IL17A	0.959045059394684	1	0.136208815287958	1	1	1	1	1	1	1
IL1B	0.36889284675534	1	0.518986525769476	1	1	1	1	1	1	1
IL2	0.797661019864133	1	1	1	1	1	1	1	1	1
IL3	0.797661019864133	1	1	1	1	1	1	1	1	1
IL4I1	0.636276980333582	1	1	1	1	1	1	1	1	1
IL5	0.797661019864133	1	1	1	1	1	1	1	1	1
IL5RA	0.797661019864133	1	1	1	1	1	1	1	1	1
IL6	0.322988123346349	1	1	1	1	1	1	1	1	1
IMPA1	0.797661019864133	1	1	1	1	1	1	1	1	1
IMPDH1	0.924191646227211	1	0.00779384628558124	1	1	1	1	0.475188506099003	1	1
IMPDH2	0.965572519153284	1	0.00370847252072795	1	1	1	1	0.381081429974511	1	1
INCENP	0.797661019864133	1	1	1	1	1	1	1	1	1
INPP5D	0.797661019864133	1	1	1	1	1	1	1	1	1
INS	0.893719974869722	0.142741396965398	1	1	1	1	1	1	1	1
INSR	0.57031357165159	1	0.400926223101641	1	1	1	1	1	1	1
INSRR	0.797661019864133	1	1	1	1	1	1	1	1	1
IRAK4	0.797661019864133	1	1	1	1	1	1	1	1	1
IRF3	0.797661019864133	1	1	1	1	1	1	1	1	1
ITGA2	0.636276980333582	1	1	1	1	1	1	1	1	1
ITGA2B	0.404883711087078	1	1	1	1	1	1	1	1	1
ITGA4	0.25766312298242	1	1	1	1	1	1	1	1	1
ITGA5	0.797661019864133	1	1	1	1	1	1	1	1	1
ITGAL	0.636276980333582	1	1	1	1	1	1	1	1	1
ITGAV	0.404883711087078	1	1	1	1	1	1	1	1	1
ITGB1	0.205554714870891	1	1	1	1	1	1	1	1	1
ITGB2	0.636276980333582	1	1	1	1	1	1	1	1	1
ITGB3	0.25766312298242	1	1	1	1	1	1	1	1	1
ITGB6	0.797661019864133	1	1	1	1	1	1	1	1	1
ITGB7	0.797661019864133	1	1	1	1	1	1	1	1	1
ITK	0.797661019864133	1	1	1	1	1	1	1	1	1
ITPA	0.797661019864133	1	1	1	1	1	1	1	1	1
ITPR1	0.636276980333582	1	1	1	1	1	1	1	1	1
ITPR2	0.797661019864133	1	1	1	1	1	1	1	1	1
ITPR3	0.797661019864133	1	1	1	1	1	1	1	1	1
IVD	0.797661019864133	1	1	1	1	1	1	1	1	1
JAK1	0.75010774558524	1	0.339965109365271	0.624183843752951	0.361417633006274	1	1	1	1	1
JAK2	0.809300439708088	1	0.316714328153135	0.800336014038451	0.0358648646458235	1	1	1	1	1
JAK3	0.796320601741746	1	0.417349335698341	0.683744990790464	0.0948034779465194	1	1	1	1	1
JDP2	0.797661019864133	1	1	1	1	1	1	1	1	1
JUN	0.84786200895202	0.301839640343729	0.400926223101641	1	1	1	1	1	1	1
KAT2A	1	1	0.070599363659816	1	1	1	1	1	1	1
KAT2B	0.959045059394684	1	0.136208815287958	1	1	1	1	1	1	1
KAT5	1	1	0.070599363659816	1	1	1	1	1	1	1
KCNA1	0.940227904427053	1	0.0432055635968031	1	1	1	1	1	1	1
KCNA10	0.815570799000816	1	0.253845298741142	1	1	1	1	1	1	1
KCNA2	0.959045059394684	1	0.136208815287958	1	1	1	1	1	1	1
KCNA3	0.893719974869722	1	0.197181436958372	1	1	1	1	1	1	1
KCNA4	1	1	0.070599363659816	1	1	1	1	1	1	1
KCNA5	0.740034436316154	0.486808872096871	0.232763172405194	1	1	1	1	1	1	1
KCNA6	1	1	0.070599363659816	1	1	1	1	1	1	1
KCNB1	0.959045059394684	1	0.136208815287958	1	1	1	1	1	1	1
KCNB2	0.959045059394684	1	0.136208815287958	1	1	1	1	1	1	1
KCNC1	1	1	0.070599363659816	1	1	1	1	1	1	1
KCNC2	1	1	0.070599363659816	1	1	1	1	1	1	1
KCNC3	1	1	0.070599363659816	1	1	1	1	1	1	1
KCNC4	0.959045059394684	1	0.136208815287958	1	1	1	1	1	1	1
KCND1	1	1	0.070599363659816	1	1	1	1	1	1	1
KCND2	1	1	0.00133729228419633	0.205787517164507	1	1	1	0.376860934853452	1	1
KCND3	0.999659694550927	1	0.00316628362995309	0.250232830181434	1	1	1	0.381081429974511	1	1
KCNF1	1	1	0.070599363659816	1	1	1	1	1	1	1
KCNG1	1	1	0.070599363659816	1	1	1	1	1	1	1
KCNG2	1	1	0.070599363659816	1	1	1	1	1	1	1
KCNG3	1	1	0.070599363659816	1	1	1	1	1	1	1
KCNG4	1	1	0.070599363659816	1	1	1	1	1	1	1
KCNH1	0.996723010378076	0.369930224531088	0.00235704688682278	1	1	1	1	0.381081429974511	1	1
KCNH2	0.996853206867423	0.815837022958672	0.000361709160726675	0.280893306554096	1	1	1	0.257258287765813	1	1
KCNH3	1	1	0.070599363659816	1	1	1	1	1	1	1
KCNH4	1	1	0.070599363659816	1	1	1	1	1	1	1
KCNH5	1	1	0.00498991203167401	1	1	1	1	0.381081429974511	1	1
KCNH6	0.893719974869722	1	0.197181436958372	1	1	1	1	1	1	1
KCNH7	0.959045059394684	1	0.136208815287958	1	1	1	1	1	1	1
KCNH8	1	1	0.070599363659816	1	1	1	1	1	1	1
KCNJ1	0.130829649566925	1	1	1	1	1	1	1	1	1
KCNJ10	0.36889284675534	1	1	0.437777578381115	1	1	1	1	1	1
KCNJ11	0.343427964970941	0.559984855958957	1	0.601930221985002	1	1	1	1	1	1
KCNJ12	0.636276980333582	1	1	1	1	1	1	1	1	1
KCNJ13	1	1	0.070599363659816	1	1	1	1	1	1	1
KCNJ15	0.797661019864133	1	1	1	1	1	1	1	1	1
KCNJ3	0.797661019864133	1	1	1	1	1	1	1	1	1
KCNJ4	0.732466062049992	1	1	0.250232830181434	1	1	1	1	1	1
KCNJ5	0.893719974869722	1	0.197181436958372	1	1	1	1	1	1	1
KCNJ8	0.268452416414017	1	1	0.498909306306538	1	1	1	1	1	1
KCNK1	1	1	0.070599363659816	1	1	1	1	1	1	1
KCNK10	0.982283873036128	0.265077735944928	1	0.0404604270733511	1	1	1	1	1	1
KCNK12	1	1	1	0.0559807378106458	1	1	1	1	1	1
KCNK13	1	1	1	0.0559807378106458	1	1	1	1	1	1
KCNK15	1	1	1	0.0559807378106458	1	1	1	1	1	1
KCNK18	0.898171935817978	1	1	0.0404604270733511	1	1	1	1	1	1
KCNK2	0.979392031466415	0.369930224531088	0.482478061098749	0.0868569660120825	1	1	1	1	1	1
KCNK3	0.649613125165999	1	1	0.29218731080305	1	1	1	1	1	1
KCNK4	1	0.0500472955542181	1	1	1	1	1	1	1	1
KCNK9	0.57031357165159	1	1	0.331790753920129	1	1	1	1	1	1
KCNMA1	0.493125888109222	0.135709851053822	1	1	1	1	1	1	1	1
KCNMB1	0.797661019864133	1	1	1	1	1	1	1	1	1
KCNMB2	0.797661019864133	1	1	1	1	1	1	1	1	1
KCNMB3	0.797661019864133	1	1	1	1	1	1	1	1	1
KCNMB4	0.797661019864133	1	1	1	1	1	1	1	1	1
KCNN1	0.496521688799943	0.336759658332725	1	1	1	1	1	1	1	1
KCNN2	0.649613125165999	0.265077735944928	1	1	1	1	1	1	1	1
KCNN3	0.57031357165159	0.301839640343729	1	1	1	1	1	1	1	1
KCNN4	0.343427964970941	0.189579773576911	1	1	1	1	1	1	1	1
KCNQ1	0.670702824233544	1	0.153901879062201	1	1	1	1	1	1	1
KCNQ2	0.987612023196272	1	0.0378740323253497	0.123311733829269	1	1	1	1	1	1
KCNQ3	0.995057899083783	1	0.0825540207865995	0.0545666521005762	1	1	1	1	1	1
KCNQ4	0.84786200895202	1	0.0825540207865995	1	1	1	1	1	1	1
KCNQ5	0.940227904427053	1	0.0432055635968031	1	1	1	1	1	1	1
KCNS2	1	1	0.070599363659816	1	1	1	1	1	1	1
KCNS3	1	1	0.070599363659816	1	1	1	1	1	1	1
KCNT2	1	1	1	0.0559807378106458	1	1	1	1	1	1
KCNV1	1	1	0.070599363659816	1	1	1	1	1	1	1
KCNV2	1	1	0.070599363659816	1	1	1	1	1	1	1
KCTD12	0.322988123346349	1	1	1	1	1	1	1	1	1
KCTD16	0.322988123346349	1	1	1	1	1	1	1	1	1
KCTD8	0.322988123346349	1	1	1	1	1	1	1	1	1
KDM1A	0.322988123346349	1	1	1	1	1	1	1	1	1
KDM2A	0.636276980333582	1	1	1	1	1	1	1	1	1
KDM3A	0.797661019864133	1	1	1	1	1	1	1	1	1
KDM4A	0.636276980333582	1	1	1	1	1	1	1	1	1
KDM4B	0.797661019864133	1	1	1	1	1	1	1	1	1
KDM4C	0.797661019864133	1	1	1	1	1	1	1	1	1
KDM5C	0.797661019864133	1	1	1	1	1	1	1	1	1
KDM6A	0.797661019864133	1	1	1	1	1	1	1	1	1
KDM6B	0.507555483065512	1	1	1	1	1	1	1	1	1
KDM7A	0.797661019864133	1	1	1	1	1	1	1	1	1
KDR	0.168909598309546	0.958194813980106	0.272569911104719	0.867862035502341	1	1	1	1	1	1
KEAP1	0.797661019864133	1	1	1	1	1	1	1	1	1
KHK	0.797661019864133	1	1	1	1	1	1	1	1	1
KIF11	0.496521688799943	1	0.443195007119651	1	1	1	1	1	1	1
KIF18A	0.797661019864133	1	1	1	1	1	1	1	1	1
KIT	0.415193358297149	0.188361235121187	0.888488195868371	0.822013376503377	1	1	1	1	1	1
KLF4	0.797661019864133	1	1	1	1	1	1	1	1	1
KMO	0.797661019864133	1	1	1	1	1	1	1	1	1
KRAS	0.893719974869722	1	0.197181436958372	1	1	1	1	1	1	1
KRT12	0.797661019864133	1	1	1	1	1	1	1	1	1
KRTAP5-2	0.797661019864133	1	1	1	1	1	1	1	1	1
KYNU	0.959045059394684	1	0.136208815287958	1	1	1	1	1	1	1
L3HYPDH	0.797661019864133	1	1	1	1	1	1	1	1	1
L3MBTL1	0.636276980333582	1	1	1	1	1	1	1	1	1
L3MBTL3	0.797661019864133	1	1	1	1	1	1	1	1	1
LAP3	0.797661019864133	1	1	1	1	1	1	1	1	1
LARS2	0.797661019864133	1	1	1	1	1	1	1	1	1
LCK	0.723021333985547	0.302222090054853	0.466304007487325	1	0.440264808359974	1	1	1	1	1
LCMT1	0.797661019864133	1	1	1	1	1	1	1	1	1
LCMT2	0.797661019864133	1	1	1	1	1	1	1	1	1
LCT	0.636276980333582	1	1	1	1	1	1	1	1	1
LDHA	0.404883711087078	1	1	1	1	1	1	1	1	1
LDHAL6A	0.797661019864133	1	1	1	1	1	1	1	1	1
LDHAL6B	0.797661019864133	1	1	1	1	1	1	1	1	1
LDHB	0.797661019864133	1	1	1	1	1	1	1	1	1
LDHC	0.797661019864133	1	1	1	1	1	1	1	1	1
LDLR	0.797661019864133	1	1	1	1	1	1	1	1	1
LHCGR	0.636276980333582	1	1	1	1	1	1	1	1	1
LIF	0.797661019864133	1	1	1	1	1	1	1	1	1
LIMK1	0.893719974869722	0.142741396965398	1	1	1	1	1	1	1	1
LIMK2	0.636276980333582	1	1	1	1	1	1	1	1	1
LIPE	0.959045059394684	1	0.136208815287958	1	1	1	1	1	1	1
LIPF	0.797661019864133	1	1	1	1	1	1	1	1	1
LPA	0.797661019864133	1	1	1	1	1	1	1	1	1
LPAR1	0.507555483065512	1	1	1	1	1	1	1	1	1
LPAR2	0.797661019864133	1	1	1	1	1	1	1	1	1
LPAR3	0.636276980333582	1	1	1	1	1	1	1	1	1
LPAR5	0.797661019864133	1	1	1	1	1	1	1	1	1
LPL	0.25766312298242	1	1	1	1	1	1	1	1	1
LRAT	0.797661019864133	1	1	1	1	1	1	1	1	1
LRRK2	0.815570799000816	1	0.253845298741142	1	1	1	1	1	1	1
LSM6	0.636276980333582	1	1	1	1	1	1	1	1	1
LSS	0.797661019864133	1	1	1	1	1	1	1	1	1
LTA4H	0.507555483065512	1	1	1	1	1	1	1	1	1
LTB4R	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
LTB4R2	0.893719974869722	1	1	0.158703251038844	1	1	1	1	1	1
LTC4S	0.797661019864133	1	1	1	1	1	1	1	1	1
LTF	0.404883711087078	1	1	1	1	1	1	1	1	1
LY96	0.797661019864133	1	1	1	1	1	1	1	1	1
LYN	0.649613125165999	1	0.355444479913778	1	1	1	1	1	1	1
LYPLA1	0.797661019864133	1	1	1	1	1	1	1	1	1
LYZ	0.971869150738627	0.185633806436352	1	0.205787517164507	1	1	1	1	1	1
M6PR	0.797661019864133	1	1	1	1	1	1	1	1	1
MALT1	0.797661019864133	1	1	1	1	1	1	1	1	1
MAN1B1	0.959045059394684	0.0975857713914875	1	1	1	1	1	1	1	1
MAN2A1	0.893719974869722	0.142741396965398	1	1	1	1	1	1	1	1
MAOA	0.317446227067099	0.815837022958672	0.686540996824008	0.557882384117093	1	1	1	1	1	1
MAOB	0.116950646002146	0.785259531634404	0.888488195868371	0.822013376503377	1	1	1	1	1	1
MAP1A	0.636276980333582	1	1	1	1	1	1	1	1	1
MAP2	0.404883711087078	1	1	1	1	1	1	1	1	1
MAP2K1	0.199211769662749	0.64156280383318	0.768475107630416	1	1	1	1	1	1	1
MAP2K2	0.36889284675534	0.401439127205337	1	1	1	1	1	1	1	1
MAP2K5	0.636276980333582	1	1	1	1	1	1	1	1	1
MAP2K7	1	0.0500472955542181	1	1	1	1	1	1	1	1
MAP3K1	0.636276980333582	1	1	1	1	1	1	1	1	1
MAP3K10	1	1	0.070599363659816	1	1	1	1	1	1	1
MAP3K11	1	1	0.070599363659816	1	1	1	1	1	1	1
MAP3K2	0.893719974869722	1	0.197181436958372	1	1	1	1	1	1	1
MAP3K5	0.797661019864133	1	1	1	1	1	1	1	1	1
MAP3K6	0.797661019864133	1	1	1	1	1	1	1	1	1
MAP3K7	0.797661019864133	1	1	1	1	1	1	1	1	1
MAP3K8	0.507555483065512	1	1	1	1	1	1	1	1	1
MAP3K9	1	1	0.000353082073946153	1	1	1	1	0.257258287765813	1	1
MAP4	0.636276980333582	1	1	1	1	1	1	1	1	1
MAP4K5	0.797661019864133	1	1	1	1	1	1	1	1	1
MAPK1	0.491063626527973	0.058403203027734	1	1	1	1	1	1	1	1
MAPK10	0.404883711087078	1	1	1	1	1	1	1	1	1
MAPK11	0.301489507644614	0.20812388375542	1	1	1	1	1	1	1	1
MAPK12	0.550104783849284	0.118623100415808	1	1	1	1	1	1	1	1
MAPK13	0.636276980333582	1	1	1	1	1	1	1	1	1
MAPK14	0.212723141521436	0.558360779448346	0.745713092020765	1	0.622923990769413	1	1	1	1	1
MAPK3	0.649613125165999	0.265077735944928	1	1	1	1	1	1	1	1
MAPK7	0.99832041863001	0.0140641685525357	0.253845298741142	1	1	1	1	1	1	1
MAPK8	0.389431481885511	0.171276769523079	1	1	1	1	1	1	1	1
MAPK8IP1	0.797661019864133	1	1	1	1	1	1	1	1	1
MAPK9	0.322988123346349	1	1	1	1	1	1	1	1	1
MAPKAPK2	0.797661019864133	1	1	1	1	1	1	1	1	1
MAPT	0.893719974869722	1	0.197181436958372	1	1	1	1	1	1	1
MARK1	1	1	1	1	0.0260555507782269	1	1	1	1	1
MARK3	1	1	1	1	0.0260555507782269	1	1	1	1	1
MBTPS1	1	0.0500472955542181	1	1	1	1	1	1	1	1
MC1R	0.959045059394684	1	1	0.108823088600437	1	1	1	1	1	1
MC2R	0.797661019864133	1	1	1	1	1	1	1	1	1
MC3R	0.797661019864133	1	1	1	1	1	1	1	1	1
MC4R	0.797661019864133	1	1	1	1	1	1	1	1	1
MC5R	0.797661019864133	1	1	1	1	1	1	1	1	1
MCCC1	0.797661019864133	1	1	1	1	1	1	1	1	1
MCCC2	0.797661019864133	1	1	1	1	1	1	1	1	1
MCHR1	0.797661019864133	1	1	1	1	1	1	1	1	1
