Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
adenylate cyclase-activating dopamine receptor signaling pathway (GO:0007191)	1/7	0.01771652174638986	0.05440259541594481	0	0	66.47666666666667	268.1175238998497	DRD1
angiotensin-activated signaling pathway (GO:0038166)	1/7	0.01771652174638986	0.05440259541594481	0	0	66.47666666666667	268.1175238998497	SRC
astrocyte differentiation (GO:0048708)	1/7	0.01771652174638986	0.05440259541594481	0	0	66.47666666666667	268.1175238998497	STAT3
autophagosome membrane docking (GO:0016240)	1/7	0.01771652174638986	0.05440259541594481	0	0	66.47666666666667	268.1175238998497	CALM1
cellular response to histamine (GO:0071420)	1/7	0.01771652174638986	0.05440259541594481	0	0	66.47666666666667	268.1175238998497	HRH1
cellular response to monoamine stimulus (GO:0071868)	1/7	0.01771652174638986	0.05440259541594481	0	0	66.47666666666667	268.1175238998497	DRD1
regulation of growth hormone secretion (GO:0060123)	1/7	0.01771652174638986	0.05440259541594481	0	0	66.47666666666667	268.1175238998497	DRD2
negative regulation of telomere capping (GO:1904354)	1/7	0.01771652174638986	0.05440259541594481	0	0	66.47666666666667	268.1175238998497	ATM
regulation of miRNA mediated inhibition of translation (GO:1905616)	1/7	0.01771652174638986	0.05440259541594481	0	0	66.47666666666667	268.1175238998497	STAT3
detection of stimulus involved in sensory perception of pain (GO:0062149)	1/7	0.01771652174638986	0.05440259541594481	0	0	66.47666666666667	268.1175238998497	KCNA1
regulation of natural killer cell mediated cytotoxicity directed against tumor cell target (GO:0002858)	1/7	0.01771652174638986	0.05440259541594481	0	0	66.47666666666667	268.1175238998497	IL12A
regulation of non-membrane spanning protein tyrosine kinase activity (GO:1903995)	1/7	0.01771652174638986	0.05440259541594481	0	0	66.47666666666667	268.1175238998497	SRC
pexophagy (GO:0000425)	1/7	0.01771652174638986	0.05440259541594481	0	0	66.47666666666667	268.1175238998497	ATM
regulation of potassium ion export across plasma membrane (GO:1903764)	1/7	0.01771652174638986	0.05440259541594481	0	0	66.47666666666667	268.1175238998497	KCNH2
photoreceptor cell differentiation (GO:0046530)	1/7	0.01771652174638986	0.05440259541594481	0	0	66.47666666666667	268.1175238998497	STAT3
regulation of respiratory system process (GO:0044065)	1/7	0.01771652174638986	0.05440259541594481	0	0	66.47666666666667	268.1175238998497	ATP1A2
positive regulation of blood circulation (GO:1903524)	1/7	0.01771652174638986	0.05440259541594481	0	0	66.47666666666667	268.1175238998497	ATP1A2
glycosylceramide biosynthetic process (GO:0046476)	1/7	0.01771652174638986	0.05440259541594481	0	0	66.47666666666667	268.1175238998497	UGCG
response to alkaloid (GO:0043279)	1/7	0.01771652174638986	0.05440259541594481	0	0	66.47666666666667	268.1175238998497	DRD2
positive regulation of lamellipodium morphogenesis (GO:2000394)	1/7	0.01771652174638986	0.05440259541594481	0	0	66.47666666666667	268.1175238998497	SRC
positive regulation of miRNA mediated inhibition of translation (GO:1905618)	1/7	0.01771652174638986	0.05440259541594481	0	0	66.47666666666667	268.1175238998497	STAT3
positive regulation of NK T cell activation (GO:0051135)	1/7	0.01771652174638986	0.05440259541594481	0	0	66.47666666666667	268.1175238998497	IL12A
T-helper 17 cell differentiation (GO:0072539)	1/7	0.01771652174638986	0.05440259541594481	0	0	66.47666666666667	268.1175238998497	STAT3
mitochondrion-endoplasmic reticulum membrane tethering (GO:1990456)	1/7	0.01771652174638986	0.05440259541594481	0	0	66.47666666666667	268.1175238998497	CALM1
regulation of protein localization to plasma membrane (GO:1903076)	2/80	0.01774872105529438	0.05440259541594481	0	0	10.398220826792256	41.9198222830743	EGFR;EPHA2
skin development (GO:0043588)	2/80	0.01774872105529438	0.05440259541594481	0	0	10.398220826792256	41.9198222830743	UGCG;EPHA2
regulation of interleukin-8 production (GO:0032677)	2/81	0.018168727087417614	0.05537623298193199	0	0	10.2660811159907	41.14700188375523	SYK;STAT3
positive regulation of tumor necrosis factor superfamily cytokine production (GO:1903557)	2/81	0.018168727087417614	0.05537623298193199	0	0	10.2660811159907	41.14700188375523	SYK;STAT3
regulation of defense response (GO:0031347)	2/83	0.019021327841029303	0.05781201326964524	0	0	10.011589821113631	39.66786523863558	FGR;BRD4
regulation of cytokinesis (GO:0032465)	2/84	0.019453876089717104	0.05803828132205572	0	0	9.88899950223992	38.95977978573032	DRD2;CALM1
G1/S transition of mitotic cell cycle (GO:0000082)	2/85	0.019890558755166265	0.05803828132205572	0	0	9.769363166953529	38.271578820886354	DHFR;BRD4
regulation of alpha-beta T cell proliferation (GO:0046640)	1/8	0.020222210774875234	0.05803828132205572	0	0	56.97714285714286	222.26633779925106	SYK
regulation of cyclic-nucleotide phosphodiesterase activity (GO:0051342)	1/8	0.020222210774875234	0.05803828132205572	0	0	56.97714285714286	222.26633779925106	CALM1
regulation of dendritic cell chemotaxis (GO:2000508)	1/8	0.020222210774875234	0.05803828132205572	0	0	56.97714285714286	222.26633779925106	IL12A
regulation of dopamine receptor signaling pathway (GO:0060159)	1/8	0.020222210774875234	0.05803828132205572	0	0	56.97714285714286	222.26633779925106	DRD2
cellular response to interleukin-21 (GO:0098757)	1/8	0.020222210774875234	0.05803828132205572	0	0	56.97714285714286	222.26633779925106	STAT3
regulation of myeloid leukocyte differentiation (GO:0002761)	1/8	0.020222210774875234	0.05803828132205572	0	0	56.97714285714286	222.26633779925106	MTOR
DNA damage induced protein phosphorylation (GO:0006975)	1/8	0.020222210774875234	0.05803828132205572	0	0	56.97714285714286	222.26633779925106	ATM
peptidyl-serine autophosphorylation (GO:0036289)	1/8	0.020222210774875234	0.05803828132205572	0	0	56.97714285714286	222.26633779925106	ATM
phosphatidylinositol-3-phosphate biosynthetic process (GO:0036092)	1/8	0.020222210774875234	0.05803828132205572	0	0	56.97714285714286	222.26633779925106	PIK3CA
entry of bacterium into host cell (GO:0035635)	1/8	0.020222210774875234	0.05803828132205572	0	0	56.97714285714286	222.26633779925106	SRC
positive regulation of dendritic cell chemotaxis (GO:2000510)	1/8	0.020222210774875234	0.05803828132205572	0	0	56.97714285714286	222.26633779925106	IL12A
regulation of wound healing, spreading of epidermal cells (GO:1903689)	1/8	0.020222210774875234	0.05803828132205572	0	0	56.97714285714286	222.26633779925106	MTOR
interleukin-21-mediated signaling pathway (GO:0038114)	1/8	0.020222210774875234	0.05803828132205572	0	0	56.97714285714286	222.26633779925106	STAT3
positive regulation of monocyte chemotactic protein-1 production (GO:0071639)	1/8	0.020222210774875234	0.05803828132205572	0	0	56.97714285714286	222.26633779925106	SYK
lens fiber cell development (GO:0070307)	1/8	0.020222210774875234	0.05803828132205572	0	0	56.97714285714286	222.26633779925106	EPHA2
T-helper cell lineage commitment (GO:0002295)	1/8	0.020222210774875234	0.05803828132205572	0	0	56.97714285714286	222.26633779925106	STAT3
positive regulation of ryanodine-sensitive calcium-release channel activity (GO:0060316)	1/8	0.020222210774875234	0.05803828132205572	0	0	56.97714285714286	222.26633779925106	CALM1
TORC1 signaling (GO:0038202)	1/8	0.020222210774875234	0.05803828132205572	0	0	56.97714285714286	222.26633779925106	MTOR
progesterone receptor signaling pathway (GO:0050847)	1/8	0.020222210774875234	0.05803828132205572	0	0	56.97714285714286	222.26633779925106	SRC
regulation of autophagy (GO:0010506)	3/231	0.021088377460180868	0.060364085745808725	0	0	5.405975877192983	20.861840504901522	STAT3;ATM;MTOR
regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281)	2/89	0.021678174523000845	0.06177087391925647	0	0	9.318320431620924	35.70267235943335	SYK;SRC
regulation of actin cytoskeleton organization (GO:0032956)	2/91	0.022596194553943672	0.06177087391925647	0	0	9.108002751662463	34.51909152088551	PIK3CA;MTOR
actin-mediated cell contraction (GO:0070252)	1/9	0.02272163384460635	0.06177087391925647	0	0	49.8525	188.6636842051162	PIK3CA
regulation of actin filament organization (GO:0110053)	1/9	0.02272163384460635	0.06177087391925647	0	0	49.8525	188.6636842051162	PIK3CA
associative learning (GO:0008306)	1/9	0.02272163384460635	0.06177087391925647	0	0	49.8525	188.6636842051162	DRD2
axon regeneration (GO:0031103)	1/9	0.02272163384460635	0.06177087391925647	0	0	49.8525	188.6636842051162	DHFR
bone cell development (GO:0098751)	1/9	0.02272163384460635	0.06177087391925647	0	0	49.8525	188.6636842051162	SRC
bone resorption (GO:0045453)	1/9	0.02272163384460635	0.06177087391925647	0	0	49.8525	188.6636842051162	SRC
regulation of cellular response to oxidative stress (GO:1900407)	1/9	0.02272163384460635	0.06177087391925647	0	0	49.8525	188.6636842051162	DHFR
cellular response to interleukin-9 (GO:0071355)	1/9	0.02272163384460635	0.06177087391925647	0	0	49.8525	188.6636842051162	STAT3
regulation of leukocyte degranulation (GO:0043300)	1/9	0.02272163384460635	0.06177087391925647	0	0	49.8525	188.6636842051162	SYK
positive regulation of B cell differentiation (GO:0045579)	1/9	0.02272163384460635	0.06177087391925647	0	0	49.8525	188.6636842051162	SYK
regulation of smooth muscle cell apoptotic process (GO:0034391)	1/9	0.02272163384460635	0.06177087391925647	0	0	49.8525	188.6636842051162	IL12A
response to leptin (GO:0044321)	1/9	0.02272163384460635	0.06177087391925647	0	0	49.8525	188.6636842051162	STAT3
positive regulation of inositol phosphate biosynthetic process (GO:0060732)	1/9	0.02272163384460635	0.06177087391925647	0	0	49.8525	188.6636842051162	HRH1
response to magnesium ion (GO:0032026)	1/9	0.02272163384460635	0.06177087391925647	0	0	49.8525	188.6636842051162	KCNA1
interleukin-23-mediated signaling pathway (GO:0038155)	1/9	0.02272163384460635	0.06177087391925647	0	0	49.8525	188.6636842051162	STAT3
interleukin-9-mediated signaling pathway (GO:0038113)	1/9	0.02272163384460635	0.06177087391925647	0	0	49.8525	188.6636842051162	STAT3
intestinal epithelial cell differentiation (GO:0060575)	1/9	0.02272163384460635	0.06177087391925647	0	0	49.8525	188.6636842051162	SRC
positive regulation of smooth muscle cell apoptotic process (GO:0034393)	1/9	0.02272163384460635	0.06177087391925647	0	0	49.8525	188.6636842051162	IL12A
regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	2/92	0.023061178473654097	0.06253682984584896	0	0	9.006349206349206	33.95037594485351	SRC;EGFR
positive regulation of peptidyl-serine phosphorylation (GO:0033138)	2/93	0.023530115076654316	0.06364896128234993	0	0	8.906929804888989	33.39630337655426	HSP90AA1;EGFR
positive regulation of epithelial cell migration (GO:0010634)	2/94	0.024002982032252727	0.06476615101969439	0	0	8.809671694764862	32.85635073640704	SRC;MTOR
ciliary basal body-plasma membrane docking (GO:0097711)	2/95	0.02447975708935524	0.06495814358329481	0	0	8.71450515690147	32.330018883031855	HSP90AA1;TUBB
arachidonate transport (GO:1903963)	1/10	0.02521480619684272	0.06495814358329481	0	0	44.31111111111111	163.07924167915206	DRD2
arachidonic acid secretion (GO:0050482)	1/10	0.02521480619684272	0.06495814358329481	0	0	44.31111111111111	163.07924167915206	DRD2
regulation of cell activation (GO:0050865)	1/10	0.02521480619684272	0.06495814358329481	0	0	44.31111111111111	163.07924167915206	SYK
cellular response to dopamine (GO:1903351)	1/10	0.02521480619684272	0.06495814358329481	0	0	44.31111111111111	163.07924167915206	DRD1
negative regulation of sodium ion transmembrane transporter activity (GO:2000650)	1/10	0.02521480619684272	0.06495814358329481	0	0	44.31111111111111	163.07924167915206	ATP1A2
cellular response to leucine (GO:0071233)	1/10	0.02521480619684272	0.06495814358329481	0	0	44.31111111111111	163.07924167915206	MTOR
cellular response to leucine starvation (GO:1990253)	1/10	0.02521480619684272	0.06495814358329481	0	0	44.31111111111111	163.07924167915206	MTOR
negative regulation of telomerase activity (GO:0051974)	1/10	0.02521480619684272	0.06495814358329481	0	0	44.31111111111111	163.07924167915206	SRC
regulation of high voltage-gated calcium channel activity (GO:1901841)	1/10	0.02521480619684272	0.06495814358329481	0	0	44.31111111111111	163.07924167915206	CALM1
negative regulation of vascular endothelial growth factor signaling pathway (GO:1900747)	1/10	0.02521480619684272	0.06495814358329481	0	0	44.31111111111111	163.07924167915206	IL12A
neuron projection maintenance (GO:1990535)	1/10	0.02521480619684272	0.06495814358329481	0	0	44.31111111111111	163.07924167915206	ATP1A3
neuron projection regeneration (GO:0031102)	1/10	0.02521480619684272	0.06495814358329481	0	0	44.31111111111111	163.07924167915206	DHFR
regulation of tau-protein kinase activity (GO:1902947)	1/10	0.02521480619684272	0.06495814358329481	0	0	44.31111111111111	163.07924167915206	HSP90AA1
response to dopamine (GO:1903350)	1/10	0.02521480619684272	0.06495814358329481	0	0	44.31111111111111	163.07924167915206	DRD1
response to leucine (GO:0043201)	1/10	0.02521480619684272	0.06495814358329481	0	0	44.31111111111111	163.07924167915206	MTOR
positive regulation of keratinocyte migration (GO:0051549)	1/10	0.02521480619684272	0.06495814358329481	0	0	44.31111111111111	163.07924167915206	MTOR
positive regulation of transcription by RNA polymerase III (GO:0045945)	1/10	0.02521480619684272	0.06495814358329481	0	0	44.31111111111111	163.07924167915206	MTOR
positive regulation of transcription of nucleolar large rRNA by RNA polymerase I (GO:1901838)	1/10	0.02521480619684272	0.06495814358329481	0	0	44.31111111111111	163.07924167915206	MTOR
positive regulation of cold-induced thermogenesis (GO:0120162)	2/97	0.025444942939559963	0.0653953165335009	0	0	8.530182599355532	31.316332735865863	SYK;EHMT1
regulation of peptidyl-serine phosphorylation (GO:0033135)	2/98	0.025933309647663022	0.06649251430988481	0	0	8.440901360544217	30.828088273635288	HSP90AA1;EGFR
response to UV (GO:0009411)	2/99	0.026425496302907345	0.06669887017540005	0	0	8.353460972017674	30.35168200032022	IL12A;EGFR
nervous system development (GO:0007399)	4/447	0.026949840186857393	0.06669887017540005	0	0	3.747370443302435	13.5421645347069	KCNQ2;STAT3;DRD1;DRD2
cellular response to chemical stress (GO:0062197)	2/101	0.027421242200988235	0.06669887017540005	0	0	8.18387961245104	29.43280992262017	PIK3CA;ATM
positive regulation of protein localization to membrane (GO:1905477)	2/101	0.027421242200988235	0.06669887017540005	0	0	8.18387961245104	29.43280992262017	EGFR;EPHA2
negative regulation of calcium ion transmembrane transport (GO:1903170)	1/11	0.027701743059261864	0.06669887017540005	0	0	39.878	143.01287394480332	ATP1A2
negative regulation of interleukin-17 production (GO:0032700)	1/11	0.027701743059261864	0.06669887017540005	0	0	39.878	143.01287394480332	IL12A
regulation of cytoplasmic transport (GO:1903649)	1/11	0.027701743059261864	0.06669887017540005	0	0	39.878	143.01287394480332	SRC
negative regulation of potassium ion transmembrane transport (GO:1901380)	1/11	0.027701743059261864	0.06669887017540005	0	0	39.878	143.01287394480332	KCNH2
cellular response to interleukin-2 (GO:0071352)	1/11	0.027701743059261864	0.06669887017540005	0	0	39.878	143.01287394480332	SYK
regulation of lamellipodium morphogenesis (GO:2000392)	1/11	0.027701743059261864	0.06669887017540005	0	0	39.878	143.01287394480332	SRC
regulation of long-term neuronal synaptic plasticity (GO:0048169)	1/11	0.027701743059261864	0.06669887017540005	0	0	39.878	143.01287394480332	DRD2
regulation of mitochondrial depolarization (GO:0051900)	1/11	0.027701743059261864	0.06669887017540005	0	0	39.878	143.01287394480332	SRC
nucleus localization (GO:0051647)	1/11	0.027701743059261864	0.06669887017540005	0	0	39.878	143.01287394480332	MTOR
regulation of monocyte chemotactic protein-1 production (GO:0071637)	1/11	0.027701743059261864	0.06669887017540005	0	0	39.878	143.01287394480332	SYK
regulation of myeloid leukocyte mediated immunity (GO:0002886)	1/11	0.027701743059261864	0.06669887017540005	0	0	39.878	143.01287394480332	SYK
peptidyl-lysine monomethylation (GO:0018026)	1/11	0.027701743059261864	0.06669887017540005	0	0	39.878	143.01287394480332	EHMT1
regulation of pH (GO:0006885)	1/11	0.027701743059261864	0.06669887017540005	0	0	39.878	143.01287394480332	ATP1A4
positive regulation of bone resorption (GO:0045780)	1/11	0.027701743059261864	0.06669887017540005	0	0	39.878	143.01287394480332	SYK
positive regulation of integrin activation (GO:0033625)	1/11	0.027701743059261864	0.06669887017540005	0	0	39.878	143.01287394480332	SRC
interleukin-2-mediated signaling pathway (GO:0038110)	1/11	0.027701743059261864	0.06669887017540005	0	0	39.878	143.01287394480332	SYK
intestinal lipid absorption (GO:0098856)	1/11	0.027701743059261864	0.06669887017540005	0	0	39.878	143.01287394480332	UGCG
positive regulation of neuroblast proliferation (GO:0002052)	1/11	0.027701743059261864	0.06669887017540005	0	0	39.878	143.01287394480332	DRD2
positive regulation of posttranscriptional gene silencing (GO:0060148)	1/11	0.027701743059261864	0.06669887017540005	0	0	39.878	143.01287394480332	STAT3
lipoprotein biosynthetic process (GO:0042158)	1/11	0.027701743059261864	0.06669887017540005	0	0	39.878	143.01287394480332	UGCG
positive regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903800)	1/11	0.027701743059261864	0.06669887017540005	0	0	39.878	143.01287394480332	EGFR
tetrahydrofolate metabolic process (GO:0046653)	1/11	0.027701743059261864	0.06669887017540005	0	0	39.878	143.01287394480332	DHFR
positive regulation of transcription elongation from RNA polymerase II promoter (GO:0032968)	1/11	0.027701743059261864	0.06669887017540005	0	0	39.878	143.01287394480332	BRD4
calcium-mediated signaling (GO:0019722)	2/102	0.02792475803092072	0.06669887017540005	0	0	8.101632653061225	28.989598979218883	ATP1B1;EGFR
cell junction assembly (GO:0034329)	2/102	0.02792475803092072	0.06669887017540005	0	0	8.101632653061225	28.989598979218883	DRD1;DRD2
positive regulation of cellular protein metabolic process (GO:0032270)	2/102	0.02792475803092072	0.06669887017540005	0	0	8.101632653061225	28.989598979218883	HSP90AA1;MTOR
intrinsic apoptotic signaling pathway (GO:0097193)	2/102	0.02792475803092072	0.06669887017540005	0	0	8.101632653061225	28.989598979218883	ATM;EPHA2
cellular response to organonitrogen compound (GO:0071417)	2/103	0.028432006968295266	0.06776086242223674	0	0	8.021014346332592	28.556734211264022	HRH1;MTOR
protein localization to nucleus (GO:0034504)	2/106	0.029975937839403537	0.06904317405927556	0	0	7.788461538461538	27.31694072931825	SYK;STAT3
negative regulation of B cell proliferation (GO:0030889)	1/12	0.030182459639590885	0.06904317405927556	0	0	36.25090909090909	126.89610172901739	ATM
negative regulation of cellular response to vascular endothelial growth factor stimulus (GO:1902548)	1/12	0.030182459639590885	0.06904317405927556	0	0	36.25090909090909	126.89610172901739	IL12A
regulation of actin filament depolymerization (GO:0030834)	1/12	0.030182459639590885	0.06904317405927556	0	0	36.25090909090909	126.89610172901739	PIK3CA
autophagy of peroxisome (GO:0030242)	1/12	0.030182459639590885	0.06904317405927556	0	0	36.25090909090909	126.89610172901739	ATM
negative regulation of heart contraction (GO:0045822)	1/12	0.030182459639590885	0.06904317405927556	0	0	36.25090909090909	126.89610172901739	ATP1A2
regulation of cell communication by electrical coupling involved in cardiac conduction (GO:1901844)	1/12	0.030182459639590885	0.06904317405927556	0	0	36.25090909090909	126.89610172901739	CALM1
negative regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903799)	1/12	0.030182459639590885	0.06904317405927556	0	0	36.25090909090909	126.89610172901739	STAT3
negative regulation of release of sequestered calcium ion into cytosol (GO:0051280)	1/12	0.030182459639590885	0.06904317405927556	0	0	36.25090909090909	126.89610172901739	CALM1
cellular response to growth hormone stimulus (GO:0071378)	1/12	0.030182459639590885	0.06904317405927556	0	0	36.25090909090909	126.89610172901739	STAT3
regulation of feeding behavior (GO:0060259)	1/12	0.030182459639590885	0.06904317405927556	0	0	36.25090909090909	126.89610172901739	STAT3
negative regulation of ryanodine-sensitive calcium-release channel activity (GO:0060315)	1/12	0.030182459639590885	0.06904317405927556	0	0	36.25090909090909	126.89610172901739	CALM1
regulation of keratinocyte migration (GO:0051547)	1/12	0.030182459639590885	0.06904317405927556	0	0	36.25090909090909	126.89610172901739	MTOR
neurotransmitter uptake (GO:0001504)	1/12	0.030182459639590885	0.06904317405927556	0	0	36.25090909090909	126.89610172901739	ATP1A2
regulation of natural killer cell activation (GO:0032814)	1/12	0.030182459639590885	0.06904317405927556	0	0	36.25090909090909	126.89610172901739	IL12A
phasic smooth muscle contraction (GO:0014821)	1/12	0.030182459639590885	0.06904317405927556	0	0	36.25090909090909	126.89610172901739	DRD2
eye photoreceptor cell differentiation (GO:0001754)	1/12	0.030182459639590885	0.06904317405927556	0	0	36.25090909090909	126.89610172901739	STAT3
replicative senescence (GO:0090399)	1/12	0.030182459639590885	0.06904317405927556	0	0	36.25090909090909	126.89610172901739	ATM
positive regulation of leukocyte proliferation (GO:0070665)	1/12	0.030182459639590885	0.06904317405927556	0	0	36.25090909090909	126.89610172901739	IL12A
response to calcium ion (GO:0051592)	2/107	0.030497905011714593	0.06961758063855525	0	0	7.713896987366375	26.922250939075926	CALM1;KCNH1
negative regulation of signal transduction (GO:0009968)	3/267	0.030616151633908392	0.06974037066923976	0	0	4.660274621212121	16.2467779060088	IL12A;DRD2;EGFR
modulation of chemical synaptic transmission (GO:0050804)	2/109	0.03155269749515374	0.07172272833982427	0	0	7.568949074957086	26.1590160950482	ATP1A2;DRD2
regulation of interleukin-6 production (GO:0032675)	2/110	0.03208548068918936	0.07196505652854758	0	0	7.49848828420257	25.789938173878124	SYK;STAT3
regulation of protein serine/threonine kinase activity (GO:0071900)	2/111	0.03262182724264117	0.07196505652854758	0	0	7.429320351994009	25.428882067008512	SRC;CALM1
regulation of cell communication by electrical coupling (GO:0010649)	1/13	0.03265697112339821	0.07196505652854758	0	0	33.22833333333333	113.69728633442386	CALM1
negative regulation of potassium ion transport (GO:0043267)	1/13	0.03265697112339821	0.07196505652854758	0	0	33.22833333333333	113.69728633442386	KCNH2
cellular response to interleukin-15 (GO:0071350)	1/13	0.03265697112339821	0.07196505652854758	0	0	33.22833333333333	113.69728633442386	STAT3
regulation of homotypic cell-cell adhesion (GO:0034110)	1/13	0.03265697112339821	0.07196505652854758	0	0	33.22833333333333	113.69728633442386	SYK
central nervous system neuron axonogenesis (GO:0021955)	1/13	0.03265697112339821	0.07196505652854758	0	0	33.22833333333333	113.69728633442386	HSP90AA1
regulation of membrane repolarization (GO:0060306)	1/13	0.03265697112339821	0.07196505652854758	0	0	33.22833333333333	113.69728633442386	KCNH2
detection of calcium ion (GO:0005513)	1/13	0.03265697112339821	0.07196505652854758	0	0	33.22833333333333	113.69728633442386	CALM1
entry into host (GO:0044409)	1/13	0.03265697112339821	0.07196505652854758	0	0	33.22833333333333	113.69728633442386	SRC
response to UV-B (GO:0010224)	1/13	0.03265697112339821	0.07196505652854758	0	0	33.22833333333333	113.69728633442386	IL12A
icosanoid secretion (GO:0032309)	1/13	0.03265697112339821	0.07196505652854758	0	0	33.22833333333333	113.69728633442386	DRD2
interleukin-15-mediated signaling pathway (GO:0035723)	1/13	0.03265697112339821	0.07196505652854758	0	0	33.22833333333333	113.69728633442386	STAT3
macrophage activation involved in immune response (GO:0002281)	1/13	0.03265697112339821	0.07196505652854758	0	0	33.22833333333333	113.69728633442386	SYK
negative regulation of adenylate cyclase activity (GO:0007194)	1/13	0.03265697112339821	0.07196505652854758	0	0	33.22833333333333	113.69728633442386	DRD2
regulation of macroautophagy (GO:0016241)	2/112	0.033161716299908967	0.07292881511484045	0	0	7.361410018552876	25.075606682151687	PIK3CA;MTOR
positive regulation of metabolic process (GO:0009893)	2/113	0.03370512707935509	0.0739735243404913	0	0	7.294723294723295	24.72988020809944	SYK;EHMT1
response to lipid (GO:0033993)	2/114	0.03425203888039637	0.07437488587420858	0	0	7.229227405247814	24.39147967798494	STAT3;IL12A
histone modification (GO:0016570)	2/114	0.03425203888039637	0.07437488587420858	0	0	7.229227405247814	24.39147967798494	EHMT2;EHMT1
cellular response to lectin (GO:1990858)	2/115	0.03480243109008805	0.07437488587420858	0	0	7.164890735055084	24.060190556894756	SYK;SRC
stimulatory C-type lectin receptor signaling pathway (GO:0002223)	2/115	0.03480243109008805	0.07437488587420858	0	0	7.164890735055084	24.060190556894756	SYK;SRC
negative regulation of cyclase activity (GO:0031280)	1/14	0.035125292681812	0.07437488587420858	0	0	30.67076923076923	102.71130924814014	DRD2
cAMP metabolic process (GO:0046058)	1/14	0.035125292681812	0.07437488587420858	0	0	30.67076923076923	102.71130924814014	EPHA2
cellular response to low-density lipoprotein particle stimulus (GO:0071404)	1/14	0.035125292681812	0.07437488587420858	0	0	30.67076923076923	102.71130924814014	SYK
negative regulation of TORC1 signaling (GO:1904262)	1/14	0.035125292681812	0.07437488587420858	0	0	30.67076923076923	102.71130924814014	ATM
cGMP-mediated signaling (GO:0019934)	1/14	0.035125292681812	0.07437488587420858	0	0	30.67076923076923	102.71130924814014	HTR2C
regulation of lamellipodium organization (GO:1902743)	1/14	0.035125292681812	0.07437488587420858	0	0	30.67076923076923	102.71130924814014	EPHA2
regulation of transcription of nucleolar large rRNA by RNA polymerase I (GO:1901836)	1/14	0.035125292681812	0.07437488587420858	0	0	30.67076923076923	102.71130924814014	MTOR
growth hormone receptor signaling pathway via JAK-STAT (GO:0060397)	1/14	0.035125292681812	0.07437488587420858	0	0	30.67076923076923	102.71130924814014	STAT3
response to UV-A (GO:0070141)	1/14	0.035125292681812	0.07437488587420858	0	0	30.67076923076923	102.71130924814014	EGFR
response to X-ray (GO:0010165)	1/14	0.035125292681812	0.07437488587420858	0	0	30.67076923076923	102.71130924814014	ATM
immune response-regulating cell surface receptor signaling pathway (GO:0002768)	1/14	0.035125292681812	0.07437488587420858	0	0	30.67076923076923	102.71130924814014	FGR
intestinal absorption (GO:0050892)	1/14	0.035125292681812	0.07437488587420858	0	0	30.67076923076923	102.71130924814014	UGCG
positive regulation of superoxide anion generation (GO:0032930)	1/14	0.035125292681812	0.07437488587420858	0	0	30.67076923076923	102.71130924814014	SYK
vascular endothelial growth factor signaling pathway (GO:0038084)	1/14	0.035125292681812	0.07437488587420858	0	0	30.67076923076923	102.71130924814014	PIK3CA
negative regulation of response to external stimulus (GO:0032102)	2/118	0.03647428511992154	0.07630320728388401	0	0	6.97853624208304	23.106964813153294	DRD1;DRD2
innate immune response activating cell surface receptor signaling pathway (GO:0002220)	2/119	0.0370383943165297	0.07630320728388401	0	0	6.918541775684633	22.802131507276524	SYK;SRC
negative regulation of blood pressure (GO:0045776)	1/15	0.03758743944760645	0.07630320728388401	0	0	28.478571428571428	93.44062326514334	DRD2
regulation of dephosphorylation (GO:0035303)	1/15	0.03758743944760645	0.07630320728388401	0	0	28.478571428571428	93.44062326514334	SRC
central nervous system neuron development (GO:0021954)	1/15	0.03758743944760645	0.07630320728388401	0	0	28.478571428571428	93.44062326514334	HSP90AA1
regulation of integrin activation (GO:0033623)	1/15	0.03758743944760645	0.07630320728388401	0	0	28.478571428571428	93.44062326514334	SRC
contractile actin filament bundle assembly (GO:0030038)	1/15	0.03758743944760645	0.07630320728388401	0	0	28.478571428571428	93.44062326514334	SRC
detection of mechanical stimulus involved in sensory perception (GO:0050974)	1/15	0.03758743944760645	0.07630320728388401	0	0	28.478571428571428	93.44062326514334	KCNA1
peptidyl-tyrosine autophosphorylation (GO:0038083)	1/15	0.03758743944760645	0.07630320728388401	0	0	28.478571428571428	93.44062326514334	EGFR
positive regulation of cell killing (GO:0031343)	1/15	0.03758743944760645	0.07630320728388401	0	0	28.478571428571428	93.44062326514334	SYK
regulation of superoxide anion generation (GO:0032928)	1/15	0.03758743944760645	0.07630320728388401	0	0	28.478571428571428	93.44062326514334	SYK
regulation of synaptic transmission, GABAergic (GO:0032228)	1/15	0.03758743944760645	0.07630320728388401	0	0	28.478571428571428	93.44062326514334	DRD2
positive regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043517)	1/15	0.03758743944760645	0.07630320728388401	0	0	28.478571428571428	93.44062326514334	ATM
glucan catabolic process (GO:0009251)	1/15	0.03758743944760645	0.07630320728388401	0	0	28.478571428571428	93.44062326514334	CALM1
